Dimension1,Dimension2,StatementID
0.1359812519315854,0.9827241898137474,1
0.14740674967972667,0.45102781598949065,2
0.33763647290377513,0.735340710239322,3
-0.7721985061973881,0.616110337099622,4
0.4893290582498194,-0.12379992121111254,5
0.01983922121255325,-0.12337483917890829,6
0.0008876787751000238,0.061849477020321175,7
0.15711724612858063,0.7140554019932114,8
-0.07855030818512511,0.8017792344626244,9
0.3799331910935429,-0.3489984397977781,10
-0.3815687615768162,0.4701660792628556,11
-0.0773002498116706,0.09112770689790478,12
0.11658482869737012,-0.3380601549424686,13
0.39040462311392854,-0.08583651337481835,14
-0.1261423082067265,0.19827109355172956,15
0.17593804093615933,-0.18218283108638805,16
0.312636869543849,-0.056124954561242744,17
-0.24474632604199592,0.5969850849712249,18
-0.09679880223165381,0.27616729171797433,19
0.40935848775204603,-0.2712440158493069,20
-0.4891760711835291,-0.28846922988627455,21
-0.3415157240964535,0.10082507411084801,22
-0.558246068269292,0.7132845140029597,23
0.0008878979808564232,0.06184961074774896,24
0.038487363101184696,-0.30867271032431537,25
0.5208361511659486,-1.190841462672152,26
-0.30594298738694514,0.08756350161234643,27
-0.1773015699475446,-0.4058623507994809,28
0.4745459315540366,-0.5654103244818137,29
-0.2152023660916983,0.6750481629946642,30
0.40935902854021616,-0.27124349572463374,31
0.7496497834365231,-0.7684309183952327,32
0.425274003096879,-0.9094494721553866,33
-0.38151575794627707,-0.23994063545271097,34
0.03138770677880795,-0.3060034794821855,35
0.06827130875313633,-0.23069085704459283,36
-0.9319354179389955,0.23283987932504333,37
0.22539690723624511,0.4216270453475925,38
-0.13666115650208543,0.6459002298733206,39
0.26413532808785556,0.05129339631069779,40
-0.24417390939192207,-0.11345977784828368,41
-0.1954245619017891,0.49000821773363895,42
-0.3321020631655135,0.3634161333129617,43
-0.381522404906781,0.47020509300061597,44
-0.14743845242930578,-0.3279340652056714,45
0.4783783100133481,0.14773417899076388,46
0.35074561481561395,-0.8779172413673527,47
0.3021957421716396,-0.31922421236394205,48
0.4681372156490853,-0.11564617801798428,49
-0.8998714807888996,0.7514482254203714,50
-0.8885017107728591,0.30524444601659523,51
0.33635409812818795,-0.6912449478318743,52
-0.38155074070974243,0.4701812467363782,53
0.17593791939728962,-0.18218292284619794,54
0.33166584156992807,-0.24141863911831127,55
-0.058298938926751066,-0.09407454924323144,56
-0.9088445766674264,0.4887418293454487,57
-0.14603030476046883,0.383112719286017,58
-0.10700080537349538,0.7238964097686954,59
0.22431217859279812,-0.28960276054920747,60
0.26677922704664503,-1.2590159771668483,61
-0.45954630333289,-0.21063747508115768,62
0.7306046146553543,-0.12788594455668803,63
0.010725790631084895,0.3247360780047703,64
0.16466727892887043,-0.4455506998640897,65
0.04944558861643676,-0.045431343409240814,66
0.611481443464905,-0.44019234624642684,67
-0.8395145773083847,0.19892741501451203,68
-0.6453533210157154,0.9354512315460574,69
-0.3612545367567077,0.2856127975568434,70
0.22745607422780556,-0.7395943859524844,71
-0.4886086714694909,0.42178104340883693,72
-0.09679870995328622,0.27616734437766205,73
-0.333213168335916,-0.3471408566621049,74
0.39040462279649957,-0.08583651371912863,75
-0.27400646819390195,0.5190212828465685,76
0.357578039522117,-1.1362226191243234,77
0.48733717345762084,-0.753891909750123,78
0.08885213236675854,0.29537592004903884,79
-0.2536845042159749,0.334347206596113,80
0.37992813789893554,-0.34900247068929846,81
0.23481687157675718,-0.026501673560212286,82
0.5624590324102388,-0.7860329890343993,83
-0.6401264397893518,0.7252278676385585,84
0.1376231033075173,0.18814198908875387,85
-0.05829908514768385,-0.0940746512391578,86
-0.2634311783316327,-1.0877693241702626,87
-0.04784645923183459,0.1690611525345527,88
-0.4154284511576274,1.1029311280128093,89
-0.24417390246940993,-0.11345977187060984,90
0.6279986922649206,-0.6270386542734263,91
0.3316658060047366,-0.24141866903369477,92
0.19462517432002632,-0.36753177103582524,93
0.51731339653159,0.4892568186325899,94
0.13436529142560302,-0.5236340138423161,95
0.27257656827307736,-0.39709764182458956,96
-0.19573687806502102,-0.22067070540702427,97
-0.13664106496272602,0.6459056729781334,98
0.5673804877263914,-0.7827598524615742,99
-0.5358705463948039,0.9839648755453291,100
